,11843,269799,68802,12505,12843,70445,67020,73230,21393,18636,98733,21349,76293,68151,11846,69982,14634,78908,106522,20932,20533,14612,240913,64339,140781,12702,52639,237360,17996,81910,68713,11551,69608,20210,12372,14086,17117,12825,668101,67731,50874,326618,26561,67775,11474,66102,27279,243262,12835,11501,73710,238564,18175,26427,12406,12827,14200,16010,54123,23962,24131,234356,100061,72043,14460,20128,12836,15959,21857,50530,16997,208177,14615,73181,17319,74840,12363,18414,14734,66695,53856,22029,15481,12831,17883,78321,83679,53421,18127,17533,55932,12579,16596,140570,20204,16949,74747,17906,21827,12837,20311,12818,17150,17984,12955,30791,12475,14864,59091,11769,26564,13717,17750,100952,20677,18710,14863,17928,14825,13043,12389,12111,13829,15129,15130,11629,56336,20307,192187,74376,243912,68678,12832,319901,20319,22761,216795,13861,11937,56619,17930,434215,16177,12273,20289,12292,71889,58522,63859,18227,16950,246730,20716,74241,77125,16004,11816,66515,56620,76469,226695,68588,22138,12608,21957,68545,15530,11656,80294,20846,11674,17242,21810,69219,66913,14726,11595,20303,12931,13713,241431,14828,19230,24088,26433,65972,20224,12842,12153,20739,70349,67951,68137,12903,20715,11898,17158,19074,20193,11504,81799,24051,269941,69550,14528,17897,229665,16000,68792,19824,73149,242050,105785,12394,20405,94352,17748,18844,57265,21838,56358
0,4,4,2,2,23,2,1,2,2,1,1,3,1,2,4,4,4,1,3,1,2,1,2,1,3,4,1,2,2,1,6,3,1,8,3,2,3,29,2,2,1,1,1,2,3,7,8,6,7,5,3,2,2,1,8,12,2,1,6,6,2,5,3,7,3,1,29,3,9,4,3,1,2,2,8,1,1,1,10,8,1,1,1,29,6,1,1,2,1,1,3,1,3,5,5,4,2,2,13,9,8,2,3,2,2,2,5,1,2,1,9,4,5,1,1,3,1,3,8,2,8,8,3,1,1,5,1,14,2,1,1,2,29,1,15,3,2,1,3,3,1,2,4,3,8,4,1,2,2,4,8,6,4,1,6,1,1,3,4,1,2,8,2,1,2,2,3,3,1,2,2,2,7,3,2,3,3,2,2,1,2,6,2,3,1,1,1,5,3,1,1,3,2,5,4,2,2,1,2,6,4,1,4,7,1,3,3,6,6,3,3,1,2,3,1,8,2,2,6,2,2
