,11843,56454,171207,269799,320717,12843,27055,22352,327978,18636,66256,98733,21349,69534,68151,11846,69982,14634,78908,20932,14612,68172,114644,20533,27973,216848,66059,22151,240913,64339,140781,12702,52639,237360,15463,17112,14431,81910,68713,107371,18037,59012,16188,69608,66588,20210,67712,70026,14086,17117,12825,16449,14700,170812,69219,219132,668101,11568,11853,26561,67775,66102,27279,243262,12835,60527,73710,26427,238564,15199,242939,269604,11501,72599,12827,56044,12406,16010,14200,54123,18073,69581,54135,23962,56277,67416,13014,76933,232201,234356,72043,27984,12913,20128,15959,12836,16543,21857,19659,170829,50530,16997,64540,54720,12363,74840,17319,16994,18414,66695,53856,12368,104110,22029,15481,12831,67103,17883,327900,53421,27226,73137,67895,17533,246256,55932,12579,17896,19734,16596,140570,20204,16949,54637,74747,21827,12837,12562,18008,20311,12349,17150,17921,17984,12475,53869,16905,21345,12818,30791,15985,13717,11769,76561,19038,17750,13733,237886,71929,211666,100952,76737,23882,16431,217219,14863,21930,223435,72722,14825,114128,76281,13043,12389,12111,15129,15130,269823,23925,11629,56336,20307,192187,192169,56199,13713,12832,319901,20319,214359,21804,81703,76686,22761,545260,66184,216795,13660,14231,105245,12260,56619,269593,434215,233571,53416,16177,14962,56264,12273,12370,98170,17394,20195,12292,26432,12306,18227,16950,246730,20716,74241,237898,12013,77125,67305,72056,14934,73192,66515,56620,14314,12567,54484,20657,20832,80914,226695,26434,68588,12608,68545,11656,80294,20846,108797,50790,17242,109711,14789,78248,21810,102644,66913,14726,20303,70358,12183,56397,19221,106957,14828,24088,19230,26433,65972,69590,101543,14187,18030,52666,12153,353172,12842,244810,20224,70231,56696,15248,52377,19141,72333,223693,73656,20739,67951,13664,66443,98386,72500,68137,67075,20715,12903,17158,11898,19074,11504,24051,93966,245403,69550,269941,12259,19039,16000,68792,13803,19824,73149,12304,71994,14130,13723,73824,27403,105785,12394,20405,72007,73569,94352,17748,71853,18844,56358,19301,57265,67702,23945,19035,22318,15439
0,5,1,1,7,1,23,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,8,3,1,1,14,1,3,1,3,1,4,9,1,2,2,1,4,1,10,1,1,5,3,27,1,1,2,1,2,1,1,1,2,3,2,1,14,3,1,18,2,1,1,1,1,2,1,16,3,2,1,1,8,5,3,1,10,1,1,1,2,1,3,2,1,2,1,16,27,3,14,3,1,1,4,2,1,13,6,3,1,5,5,1,2,1,8,5,27,1,5,1,2,1,2,8,1,6,11,4,1,3,1,6,1,5,1,3,7,3,1,1,16,1,1,4,2,9,1,2,2,3,1,1,3,1,1,3,16,3,2,2,1,2,1,10,1,1,2,5,1,1,17,1,1,2,1,5,1,1,1,1,4,5,9,2,1,1,2,27,1,1,1,1,1,1,1,2,1,1,1,1,1,5,1,1,6,5,3,4,3,2,2,1,3,1,3,1,5,4,6,6,14,4,1,1,2,3,1,3,1,1,1,7,6,2,1,1,1,3,1,1,1,1,2,1,1,12,1,1,1,5,1,1,6,3,6,4,6,2,2,2,2,2,12,6,3,6,1,2,2,4,1,1,1,1,6,5,1,1,1,1,1,1,3,1,3,1,18,4,2,1,1,4,1,5,6,2,2,1,8,1,1,2,6,2,5,2,5,1,5,1,7,1,5,7,1,1,1,7,1,2,3,2,6,9,2,2,3,1,3,1,1,1,1,5
