,GSM2651032,GSM2651033,GSM2651034,GSM2651035,GSM2651036,GSM2651037,GSM2651038,GSM2651039,GSM2651040,GSM2651041,GSM2651042,GSM2651043,GSM2651044,GSM2651045,GSM2651046,GSM2651047
Mmp12,7.91111958666667,7.68192347333333,10.6641119193333,10.9174277266667,10.1888594273333,11.1508425466667,8.968819083,7.608429599,8.88921497033333,11.3464202433333,7.23336240233333,6.42751807366667,7.545450026,6.90157640566667,10.966218238,9.81270554833333
Pkdcc,11.081433314,10.842191617,10.3918939225,9.854399559,10.4562931335,10.310782109,11.2560892845,11.115326893,10.5275266475,10.672385878,11.2319217435,10.976130471,10.9666430535,11.21084392,10.3537527415,10.4693309935
Lamc1,10.7218193185,10.705591448,10.13402963075,10.237239535,10.595755561,9.90445662475,10.92313266025,10.76291809225,10.18908970675,10.21020984425,10.6787300815,10.69244281975,10.73926243,10.76969911225,10.16443695975,10.39949722975
Cfhr2,11.559476795,11.70698838,11.99164073,12.250836425,12.46672029,12.159838315,11.46794123,11.87951642,12.539681175,12.139518695,11.216907981,11.4150788775,11.433069385,11.315171501,12.42013292,12.62142288
Magt1,10.54151325,10.57663002,9.979941609,9.962440121,10.1159803,9.857362165,10.78465147,10.94952413,10.17360134,10.34549742,10.84850127,10.67751707,10.71514048,10.83789563,10.59192237,10.31213182
Rce1,11.41995403,11.25131729,10.72797579,11.09977368,11.03072978,10.98291263,11.41320154,11.38341517,11.04299583,11.00038863,11.51081951,11.41854186,11.56305153,11.68437418,10.93234313,11.16424743
Dcaf4,10.71822453,10.45660444,10.73784679,10.93768967,11.00699478,11.13854466,10.42770059,10.4088385,11.27519308,10.77124496,10.42962148,10.50452913,10.59632562,10.25661379,11.00861159,11.0998252
Clk1,10.66872254,10.712137615,11.096524535,11.17542816,11.162792715,11.148183695,10.63088703,10.782339195,11.3896808,11.33831203,10.433607665,10.49166168,10.890863245,10.824933415,11.25972989,11.25228632
Arrdc2,9.8528964445,9.8997061565,10.94545739,10.874396115,10.452032605,10.906952515,9.697935762,10.01346761,10.92036593,10.660619835,10.099235515,10.24057091,10.197696085,9.9680048605,10.356610305,10.38192629
Stk39,10.717934065,10.4547212925,9.651882497,9.8462967985,10.3238806145,9.6651994045,10.85595191,10.5330619015,9.789665237,9.686356338,10.589626633,10.350946438,10.6080829,10.62387311,9.942729425,10.2041538345
Ppapdc1b,10.5778479435,10.281813017,9.421965072,9.737026748,10.141482593,9.5264286375,10.497761718,10.278166722,9.7977957345,9.5359244085,10.55936677,10.10278233,10.583498172,10.398995125,9.653292214,9.932085669
Foxc1,10.17332108,9.796730392,10.45064569,10.53428671,10.92352479,10.57133319,9.93877487,9.794989412,10.81303183,10.5561759,9.782883437,9.669292395,9.889964064,10.16508922,10.49289973,10.68489165
Clmp,11.128799324,11.02317756375,10.20058353475,10.7827060295,10.83711294975,10.44264367425,11.133238783,11.05973863675,10.7573889305,10.6689625285,11.384008615,10.94347637325,11.34266694,11.3894577575,10.50172876175,10.73931053375
Hmgb2,12.570563035,12.9815027575,14.67573971,13.7411870625,13.655387835,14.081642145,11.904879925,13.176161525,13.5428737525,13.78021402,12.0208420625,12.2571058125,12.2551680525,12.17407489,13.8175732775,13.61170944
Irg1,9.672253575,10.64367499,7.451123218,9.651958163,9.039287512,8.684576647,10.95760943,10.42751976,8.666811724,9.99057807,10.33329142,9.777977156,10.36609931,11.77057574,8.310749621,7.860593351
Rab11a,12.68052337,12.51901589,11.91293958,12.04857614,12.41708883,11.90451523,12.79298837,12.52996022,11.89381541,12.07898943,12.61803906,12.47268984,12.63872708,12.68689039,12.18660108,12.36990731
Dcaf12l2,12.74788851,13.3801764,16.84432706,17.15126659,14.79599115,17.04015046,12.71193204,13.49581999,16.40764403,16.86011193,12.93865991,15.08342743,13.33407426,14.4765934,16.25051814,15.53181651
Ap3s2,10.34410601,10.32516101,10.68560221,10.82696133,10.89391187,10.85057378,10.42996246,10.45843607,10.69513224,10.57818522,10.03970226,10.34499952,10.29039227,10.01315343,10.78021671,10.73772652
Pfkm,12.62774606,12.32021884,14.68543954,12.93847772,14.36044664,14.67090332,12.86104358,12.72680107,14.81462519,14.70206129,12.48354353,11.23292785,12.64865398,11.88323276,14.34023065,13.84548949
Impdh1,10.83625397,10.63860674,10.00065122,10.27756687,10.54932605,10.00857794,10.98954894,10.85688812,10.02633326,10.03446391,10.70700682,10.62135232,10.74061821,10.83224912,9.832610414,10.34393909
Mogs,13.42196379,13.23368853,12.71194395,12.92328225,12.83397701,12.78917298,13.57111736,13.46238852,13.01116171,13.06502203,13.44886348,13.24992987,13.49068369,13.54628491,13.06776152,13.15687464
Ttyh2,9.752659414,9.793806329,9.4390366115,9.4500264935,9.413304676,9.4515082195,9.8499328885,9.6852021775,9.072691829,9.4649765335,10.012871925,10.0690922,9.7886771405,9.983233442,9.5737903975,9.3361986015
Ifi30,12.04609636,12.04496504,11.30503029,11.60003411,11.31005634,11.35101896,12.13342166,11.85198958,11.28001544,11.66853553,12.33151151,12.02505613,11.89643547,11.66465455,11.64944528,11.41342258
Stab1,13.05049981,13.28390665,12.07371842,12.73814284,12.57007725,12.08038473,12.99431653,13.30147026,12.63266849,12.72381436,13.30839157,13.56399777,13.08675082,13.04273872,12.44343956,12.65972938
Arhgap25,10.50519655,10.77125583,11.9470864,11.7856843,11.16772254,12.00843425,10.50066498,10.70800654,11.07782731,11.83251716,10.32168061,10.71047685,10.3025197,10.26839089,12.21970751,11.4680474
Cd37,10.3430140526667,10.611698551,11.2249920416667,11.2290887273333,10.780005789,11.0842784513333,10.2390403003333,10.537504985,10.9812948983333,10.979890901,10.1948737506667,10.5971394716667,10.2020147743333,10.0967420503333,11.0599230813333,10.749279215
Exoc3,10.08924537,10.09135205,10.19737259,10.20004966,10.38706959,10.32139425,10.16396141,9.857089144,10.51443886,10.46417174,9.757857257,9.921654981,10.07897002,9.659120394,10.27497411,10.42562708
Hspg2,12.155833632,12.0969752365,11.166509992,11.8007171425,11.8826331395,11.2020275925,12.027079662,12.130670542,11.7025951875,11.534342704,12.199079685,12.4690575035,12.25363526,12.459355585,11.52839305,11.756047866
Treml1,7.104809982,7.7906288005,11.1361060055,9.493785379,9.373556791,9.5423850565,6.27365706,8.2866596525,9.5184760845,9.0236271915,5.9273882265,6.1955257075,7.0478437565,6.1347373235,10.3791807245,8.899109243
Gch1,10.36511841,10.85276391,13.25923552,12.0555408,11.73158986,12.43678634,10.65398664,10.71941011,11.17096009,11.7809998,10.21086463,10.06042341,10.22466201,10.49926421,11.54979729,11.79671489
Fzd2,10.93417324,10.53117057,8.798825394,9.172377201,9.65987704,8.944410908,10.69604726,10.39781067,9.893474141,9.498836235,11.19773544,9.854684809,10.92329143,10.58924609,9.39432703,9.786363336
Alg2,10.1157724685,9.9701741,9.26678393,9.4185764745,9.766626187,9.5238886155,10.065965663,10.0567689215,9.714603553,9.461639201,10.027235673,9.771205587,9.888451157,10.090219847,9.6085828215,9.6503279825
P2ry6,11.42240352,11.425482135,10.2699419655,11.15678091,10.997768305,10.5697715845,11.57128637,11.65061626,10.72870894,10.98604422,11.33576077,11.875231335,11.25996141,11.26737982,11.22596673,10.976330555
Chst15,10.36372376,10.61187406,10.89465492,11.19594649,11.0145851,10.91523574,10.30298666,10.41587799,10.89266682,10.806379,9.839830098,10.70153349,10.24136426,10.33691826,11.00213557,11.05789101
Cald1,10.6241448698,10.336453208,9.4383794552,9.7389675866,10.1401934096,9.7011233878,10.6639966354,10.3988209896,10.019056883,9.8860165128,10.6524519528,10.1877399586,10.6701383078,10.715812878,9.7959045922,10.090267762
Slc30a4,11.75311107,11.54754372,10.74120496,11.06184948,11.34571833,10.92749527,11.70201438,11.47761717,11.18750146,11.10725035,11.5994472,11.51712657,11.57223076,11.69351839,11.03729541,11.29956565
Lgi4,11.06221948,11.3622974,11.47396939,12.30732845,12.35157007,12.05556204,11.19876487,11.22097599,12.06474789,11.91019284,10.92231082,11.74353694,11.18539431,11.09433762,11.87347681,12.21541875
Zfand2b,10.99960946,11.16278245,11.92305773,11.64921562,11.43080536,11.75671182,10.82067853,11.13430288,11.45880821,11.39220212,11.01175513,10.88883286,10.97839743,10.79177626,11.31097951,11.37704829
AI426330,9.635646077,9.578476709,9.907752483,9.866804944,10.30749047,10.17117668,9.620193556,9.67444876,10.3142378,10.17339335,9.29553476,9.43090613,9.808620482,9.433190912,10.16691639,10.14067073
Lsr,9.768561399,10.21782148,8.843955907,9.550871416,9.475385532,9.238932356,10.27638897,9.90186391,9.156841824,9.409339733,10.23302908,10.60299899,9.815926554,9.918109608,9.551549199,9.413195284
ND2,16.11969398,15.93080407,16.62869867,16.55231722,16.85349131,16.58266407,16.10724463,16.25355098,17.1383914,16.75600265,15.62575614,15.83376809,16.04165751,15.85929919,17.17893202,16.81302853
Gpt,9.222282955,9.562953701,9.8777545635,9.757352887,9.612519248,9.87046151,9.318567047,9.2445771315,10.2606704435,10.309155008,9.180502304,9.858367356,9.323878105,8.9893605395,9.976006035,9.834549276
Tnnt3,14.57665056,14.22443343,16.9243320066667,15.0246346466667,16.2100348633333,16.7501179966667,14.74151215,14.6468515133333,16.96917613,17.1529364133333,14.5599878766667,12.9128886333333,14.72409679,13.72234777,16.46744446,16.0784033133333
Tmem60,10.02816064,10.00949498,10.50125676,10.14910132,10.30802712,10.40303265,9.937241787,9.770585765,10.42448505,10.42979898,10.12454992,9.733934459,9.984091884,9.732771168,10.15842672,10.36888657
Dusp12,10.0167231175,9.879422344,9.257274831,9.433395145,9.499266751,9.4466234755,10.050316777,9.76168752,9.349048603,9.5273423525,10.248801775,9.6309968815,9.982418194,9.80692373,9.3808437015,9.485552966
Col22a1,10.997265887,11.007941096,11.359947864,11.4516992285,11.8828126795,11.672034813,10.8747271095,10.8058129915,11.672372712,11.372216982,10.526006122,10.916451233,10.916319103,11.1139533825,11.228021902,11.6650374495
Eci1,11.41112661,11.56977072,11.92551506,11.73038698,11.72548018,12.00199907,11.39201249,11.25726862,12.39583774,12.05155624,11.58916253,11.45309492,11.4917862,11.11492579,11.76257152,11.75544798
Gpr132,10.26998957,10.56285294,9.530347305,10.35948625,9.677914042,9.94729625,10.62099255,10.35644719,9.714651546,9.992006136,10.78499928,10.99251083,10.57425267,10.78482882,9.779241886,9.598163887
Sparcl1,14.83798274,14.77285595,15.00421721,15.36164571,15.31664037,15.22277253,14.8763915,14.69048856,15.39497579,15.38940753,14.34762077,15.10217964,14.73339943,14.59821281,15.53280725,15.68645837
Hist1h1e,13.16046986,13.48645813,14.48612246,13.74829188,13.61073904,13.95690735,12.9970776,13.40721201,13.57638206,13.80262,12.72902583,13.15002159,13.05933178,13.06691998,13.85679202,13.97044287
Lamb2,11.32430006,11.4422226,11.89902573,12.10042926,12.04939584,11.90134418,11.36994631,11.3987909,12.61128064,12.54820068,11.51256465,11.70868375,11.67727436,11.34647299,12.25518852,12.38352037
Adam8,10.2497589385,10.3541609965,9.638148295,10.092328406,9.4614903585,9.7773415285,10.563434801,10.497913461,9.3679749525,10.1919910365,10.7310239195,9.9324842555,10.376640047,10.451508008,10.190713283,9.613632377
Ift20,12.18254633,12.06401369,11.37361348,11.50229962,11.79743442,11.49831488,12.1463082,11.91195985,11.47182276,11.56189904,12.19271409,11.93634656,12.18155189,12.05284405,11.50385411,11.82337402
Rhou,10.95435341,10.93674472,10.31714094,9.991423241,10.07898612,9.611095409,11.06532614,11.05097154,10.01618222,10.22842437,10.62100427,10.64273773,10.45886914,10.62344682,10.41213353,9.880223835
Armcx1,10.26849729,10.06118739,9.033358582,9.244003487,9.843518106,9.214904343,10.21407994,10.05639699,9.244897483,9.191953589,9.939969528,9.689034587,10.23639254,10.06018878,9.355958782,9.571252169
Fmod,14.08743924,13.90489372,14.57651059,15.23896502,15.56423964,14.76781024,13.83842227,13.51150719,15.70318192,15.011547,13.77758044,12.88130096,13.79657493,13.61750593,14.93741559,15.3928964
Tnk2,10.409341817,10.3563468765,11.345293411,10.9672866745,10.826484296,11.121250322,10.401841899,10.117333611,10.9964190075,11.1159916855,10.545053364,10.5681616075,10.5553320475,10.475818867,10.7251281645,10.73661342
Sppl2b,12.32857263,12.34092321,13.4505706,13.05114552,12.95750605,13.318448,12.35665256,12.41230668,12.80361968,12.88646667,12.44416119,12.31149685,12.54134516,12.59343924,12.56370129,12.98586767
Nid1,10.4710394453333,10.1773579716667,9.27370277333333,9.87250697433333,10.002768954,9.38726377466667,10.613255177,10.2024530093333,9.701990502,9.96535997133333,10.2215938213333,10.2269289606667,10.3404464506667,10.1570126543333,9.81056404633333,9.927024615
Copz2,11.9508333433333,11.6192724666667,10.661081231,11.0634686326667,11.59166971,10.848645836,11.9532509566667,11.7526104633333,11.1921303503333,10.874782379,11.84328164,11.5444256833333,11.9000938933333,11.8404777666667,10.9760597123333,11.31148666
Ctla2a,13.49999331,13.26070429,13.10886906,12.87682551,13.10282902,12.71034565,13.40850496,13.31650624,12.73738014,12.64739455,13.69441285,13.30284268,13.52061487,13.51479224,13.16215924,12.93478892
Pcmtd1,10.4070833055,10.301034283,10.5192078905,10.6507211125,10.876658102,10.787443593,10.342385483,10.352050558,10.8956501845,10.773367628,10.1192496025,10.206525248,10.3680704975,10.2990185835,10.8187590635,11.0317012495
Rhoc,14.1957728,14.168291,13.5736195,14.00422516,14.02916194,13.76679989,14.19103149,14.148484675,13.81094918,13.91212526,14.38142757,14.40526285,14.34143007,14.565348255,13.86064376,13.994363565
Stk10,10.79740349,11.11133391,11.81644866,11.7461794,11.23675803,11.53271738,10.64724145,10.95309525,11.51709489,11.82376978,10.71151996,11.2530331,10.66579738,10.62786983,12.00224206,11.60022891
Fam195a,9.829500168,10.17276107,10.60442382,10.30844344,10.36903662,10.64506056,9.839846913,9.792585938,10.84475578,10.58998604,10.08729946,10.10629104,9.961293929,9.603297462,10.25034444,10.13222212
C81189,9.247265831,9.314973729,10.08115172,10.02723531,9.897979787,10.19791342,9.303711361,9.567207427,10.03927264,9.905680718,9.164472058,9.551611528,9.508990021,9.652888064,10.02170415,9.742869625
Bckdha,11.19786198,11.34139748,11.64043268,11.40659437,11.53864978,11.6616964,11.04247226,11.01441734,11.82757764,11.62145866,11.13164671,11.05774783,11.23149504,10.90339796,11.31799244,11.35137366
Itpr1,9.5088819,9.47489502875,9.6440145525,9.8113066145,9.92075704025,9.788989811,9.5334524045,9.378272467,10.06587046875,9.93771381325,9.205024977,9.5151817385,9.354051835,9.4097082655,10.07210212875,10.06555864575
Ahsp,10.23464675,12.25728764,16.0398965,14.50561603,13.9744177,15.30005275,8.694107133,12.25146763,13.96216053,14.42262935,5.594987835,8.230923625,10.09207419,8.353282197,13.62947929,14.27703058
Plscr3,10.270854635,10.143108009,9.3431914965,9.6043389925,9.8139331175,9.2970453935,10.2262287815,9.9880842135,9.5933354765,9.5797084265,10.3039339745,10.04632314,10.0775141405,10.1845455485,10.3367811495,9.60292721
Rps6ka4,11.3098828,11.33518019,10.67848661,10.96857714,10.91339611,10.61422512,11.22400338,11.0810562,10.97966691,10.96028822,11.63453633,11.43540761,11.29561363,11.44101213,10.6154528,10.77662541
Lincpint,9.058763975,9.112535962,9.921931889,10.3567113455,10.081049362,10.305268185,9.106158768,9.543655285,10.64280835,10.479352541,8.961201967,9.545602335,9.6433657315,9.674910068,10.71783421,10.4556597005
Parp3,9.92682615,9.878498215,9.13217667766667,9.59696541066667,9.67277566833333,9.364421233,10.0087933506667,10.1670044146667,9.68682279033333,9.52983691633333,10.0455124456667,9.83243735633333,10.013032932,9.93251311466667,9.54778638833333,9.66357836266667
Aldh18a1,11.58471108,11.29934103,10.29930739,10.78734381,11.14909607,10.54799079,11.70470177,11.46978991,10.57475948,10.10133278,11.5069147,11.33228142,11.71645882,11.63456551,10.5161518,10.93993235
Ccnd3,12.2691171833333,12.47774882,13.41451671,12.9221804066667,12.78939573,13.0713817533333,12.195699669,12.5614804,12.8535689533333,12.9188169766667,12.038656542,12.0766609133333,12.2854513433333,12.30939994,12.8652870533333,12.7094438666667
LOC102643247,9.624637265,9.783709264,10.38498848,10.05039623,10.18063426,10.40855062,9.701596813,10.00008795,10.3254529,10.54278508,9.596912814,9.664912149,10.00624978,9.735177893,10.65650584,10.50031475
Hist1h3c,13.37198672,13.86490886,15.67973591,14.5895575,14.32011917,15.03844303,13.1342605,14.0420223,14.32711799,14.55972691,13.16463884,13.5812748,13.21650606,13.67240494,14.32183307,14.53658131
Plekhg2,11.2568173795,11.2730636625,10.3374250685,10.521455617,10.9509248195,10.27418393,11.42113065,11.14753844,10.7962968915,10.619970176,11.424936862,10.977748344,11.406641321,11.24628267,10.56477689,10.79011018
Ddx25,10.80844109,11.87749302,15.74364169,15.96604855,13.31479659,15.89543124,10.89590574,11.82635744,14.84749409,15.55008401,11.16483332,13.57385132,11.60791411,12.86055362,14.53034856,13.87683018
Lsm10,12.29877802,12.21535114,11.57690992,11.88078518,11.90298212,11.66247037,12.30417124,12.34516818,11.64018511,11.77532217,12.20672385,12.14306204,12.08957078,12.0913119,11.96749859,12.0535315
Hspb2,10.84003502,10.93924314,11.78640976,10.83352178,11.51644022,11.78226665,10.99283546,10.95842587,12.2145741,11.72475327,10.87051356,10.43715731,11.14140421,10.31737218,11.45507649,11.49928897
Ehd1,11.540833335,11.609414245,11.076610649,11.3288951685,10.9571187745,10.804141288,11.576446905,11.43235874,11.144273534,11.204032101,11.74487918,11.4663834005,11.546915565,11.555714337,10.7700102205,10.9266833635
BC005624,10.8037170376667,10.6321549856667,11.32951304,11.45753555,11.2687839043333,11.4490274046667,10.809074156,10.824943511,11.4840274296667,11.3090537673333,10.7609070443333,11.024843181,10.9516441123333,11.1266397563333,11.654005314,11.447943773
Serf1,11.192564213,10.871478415,10.061397817,10.348368231,10.6731778575,10.084117004,11.084083316,11.0946046465,9.975631677,9.867701855,10.628818206,10.7055166865,10.887098412,10.840842336,10.0785203055,10.3407282845
Hist1h4j,10.27667841,11.08105658,12.84961397,11.63668352,11.29848259,12.22901452,10.01081931,10.92064987,11.45691992,11.77846134,10.43876784,10.36508882,10.22112888,10.47346438,11.23291393,11.49347184
Cnn3,10.549065221,9.95590439,8.7480647475,9.0691205095,9.840870084,9.071971954,10.5536800005,10.113052945,9.235014735,8.9919111175,10.1974293755,10.0468002115,10.434794538,10.1063995405,9.3607280375,9.631194231
Lzts3,13.52274379,14.24644171,17.16508208,17.48643619,15.41784969,17.21286562,13.27372421,14.22921692,16.77224118,17.02738012,13.54209582,15.60974834,13.98172897,14.9580581,16.38332436,15.77514457
Rs1,14.60613057,15.10164698,17.2684916,17.55188298,16.094506,17.39716743,14.37522598,15.28750785,17.02548233,17.16361478,14.48097964,16.09497552,14.96184352,15.75125612,16.71748217,16.36837937
Nfe2,9.200628464,10.62033893,13.30825621,12.08987005,11.57198686,12.56728118,8.112676169,10.89605656,11.77593021,12.07348871,7.685130758,7.69959639,9.183650419,8.458929418,12.21870504,11.88812412
Hmha1,11.827886165,12.271814175,12.976509655,13.0325488,12.453904145,12.816561065,11.750187425,12.196762515,12.65460288,12.671239945,11.76349328,12.152619525,11.710070625,11.678372925,13.174274295,12.55188367
Klra1,9.978425668,11.04846545,15.09033026,15.21406166,12.33521642,15.29914651,9.990681834,10.77117461,14.11691081,14.77156742,10.29971561,12.55990258,10.79568907,12.04605208,13.5172988,12.91722529
Agfg2,9.13375796333333,9.32006138133333,10.3005706646667,9.91176504933333,9.669113204,10.041012738,9.09015077833333,9.40666029533333,9.688354556,9.88497664033333,9.102811228,9.57284032033333,9.19356816333333,9.322714149,9.848918905,9.70803130166667
2310040G24Rik,9.366239187,8.913019257,10.97686807,9.189048986,10.90561806,11.07366455,9.424657748,8.92301234,11.114589,11.10091445,8.893616756,8.162075894,9.178590929,7.889887312,10.52227513,10.19938689
Ctsf,10.32172148,10.42176995,10.83685183,10.72012517,10.98160158,10.79927981,10.1673632,9.97593212,11.41492899,10.9996482,10.36724985,9.808156131,10.25544063,9.96800943,10.46310817,10.99039015
Cfdp1,12.38299647,12.19766669,11.76053172,11.94739864,11.9385883,11.78972527,12.34431746,12.37051264,11.91987273,12.06935459,12.54196516,12.50788751,12.41594104,12.41826312,12.06565793,12.23780088
1810026B05Rik,12.69181079,12.56315075,12.98636681,13.17300475,13.23043373,13.14397455,12.71880791,12.84471501,13.31128618,13.09561504,12.57587111,12.58587414,12.83230893,12.68641432,13.41539703,13.39121482
Creb3,11.402781565,11.152851595,10.403411873,10.62311998,10.97053023,10.494704357,11.359388415,11.078824015,10.71470543,10.617605565,11.5097129,10.94594689,11.353898665,11.184621235,10.471829755,10.822269915
Ifitm1,11.30660916,11.89268841,10.773386,10.81191481,10.73270871,11.22955701,11.83519389,12.02365823,11.06511279,11.1020348,12.28260499,11.26416522,11.55833791,12.12904445,10.98649989,10.59799732
Cd248,14.87038806,14.97644447,13.77784732,14.53562686,14.36269559,13.80673685,14.80065365,14.72415787,14.01130121,14.04995838,14.95892205,15.20778902,14.71959957,14.85415693,13.63128978,14.31190786
Fbxo32,9.233621551,9.114132931,10.21635324,9.590157899,9.847882628,10.54793384,9.517148187,9.273730841,10.70432412,10.26042989,8.890112366,8.532783337,9.707273251,8.891087943,10.43096979,9.879057752
Plcd3,8.9349383715,9.3736388155,10.7981810545,11.104537705,9.80095583,10.981367015,8.8454668775,9.04755451,10.68484372,10.97956899,9.094713794,9.9187162685,9.376706721,9.6764963045,10.262576625,10.151308515
Tars,12.18133793,11.98379566,11.36314779,11.72472188,11.93494759,11.6510777,12.22632368,12.08937215,11.77052035,11.61555537,12.23472932,12.16322393,12.23807894,12.40124351,11.65344522,11.88135332
Amd2,10.6481277625,10.40287610475,11.7730907625,10.603942559,11.12073468825,11.56412503425,10.67841016375,10.6204056185,11.508702597,11.72379636975,10.4421421765,10.351270826,10.3995409975,10.598172523,11.4670931495,11.21125296375
Gcsh,12.466188615,12.29473408,11.594081565,11.83229449,12.13388491,11.85641922,12.559748615,12.27107193,12.01606026,11.90226569,12.54720908,12.40121794,12.594461735,12.406674845,11.95227939,12.05551271
Airn,10.1536465913333,10.3393746706667,11.0369351306667,11.3392137406667,10.7489944083333,11.2693160583333,10.250051851,10.226072837,11.0755408243333,11.146218151,10.0085964526667,10.6620990296667,10.290370093,10.6913337973333,10.9903271633333,10.8300485493333
Pinx1,11.92767791,12.16011096,13.80250843,14.56363466,13.19717012,13.71244968,11.57975566,12.30412747,13.87570187,13.49375185,11.61117654,12.98404207,11.95659114,12.45655924,13.94872754,13.21082852
Rhox3a,7.37406377,8.282732931,12.35958452,12.4086246,9.463274682,12.6983358,7.269403904,7.929964259,11.48609979,12.2206236,7.789738574,9.544079345,8.167227536,9.377410099,10.83220594,10.10802445
Dsel,11.52737853,11.36741887,10.03677838,10.65373511,11.15294843,10.43029536,11.61612229,11.45128179,10.63436869,10.20980185,11.36251669,11.02532209,11.31802648,11.37868597,10.48069501,10.80799719
Cdc34,13.3590215,13.37818413,14.01379466,13.53255401,13.78853533,13.99355601,13.53386294,13.50220169,14.08452554,14.0442642,13.42511821,13.33065968,13.56037999,13.33567877,14.06897963,13.76397516
Tle4,9.287085304,9.432590054,9.915748302,9.745848588,9.644292267,9.8736928855,9.396802237,9.32864797,9.5823118415,9.792670393,8.968488582,9.5414066865,9.3061422045,8.9661740785,10.2662497075,9.799251127
Larp6,10.97799101,10.91085903,11.41694087,11.73501491,12.0364797,11.50564702,10.87125798,10.86353547,11.9822543,11.50049135,10.86004326,10.87044436,11.06776789,11.17135724,11.44133682,11.74983946
Riiad1,9.633784205,9.687489291,10.43441606,10.1680002,10.17427667,10.37910779,9.584590393,9.808816343,10.69952466,10.58658857,9.906899223,10.24582226,9.961556476,9.841669475,10.48872011,10.45982896
Rcan1,13.8424725,13.76048976,12.94006623,13.22339124,13.68685061,12.89686889,14.12164733,13.80900325,13.17701006,12.99978002,13.70365058,13.90518034,13.76124334,14.20041678,13.33772836,13.42260376
Adgrg1,9.231465215,9.521101929,10.52066561,10.08516944,10.03077995,10.3062346,9.456567767,9.787099942,9.867172934,10.04045567,9.199745782,9.565633203,9.532453422,9.564434081,9.943459649,9.945579356
4632428N05Rik,10.69714731,11.09073062,11.643728755,11.45992273,11.09528912,11.325471515,10.622405505,10.950545995,11.369439885,11.444217555,10.780514045,10.780482335,10.76434035,10.4100836955,11.53657968,11.223137595
Lmf2,10.59142742,10.56168602,10.15548737,10.27216109,10.31404026,10.04856861,10.52378708,10.52200903,10.3255454,10.19442626,10.97131664,10.65085101,10.75099708,10.78999583,9.906988582,10.14156754
Mfap2,12.332389885,11.8999251425,10.152742875,10.829611437,11.3605619095,10.612956361,12.145815255,11.9089371525,11.3939658725,10.8754486595,12.248021785,11.5303760325,12.088933815,12.101257655,10.9355387305,11.4794292325
Cmya5,11.06756286,10.6265742,13.22008534,11.3003271,12.72073727,13.18072681,11.41799102,11.20532919,13.38719644,13.29650918,10.80560342,9.456549487,11.21504116,10.40291617,13.03892192,12.47114119
Cyb5a,13.69191063,13.693637,14.20098129,14.11616111,14.07977563,14.04570155,13.77704948,13.68992359,13.86593737,13.9503721,13.41915373,13.6199125,13.47281294,13.18678535,14.21827624,14.23093752
Clec1b,7.140946166,7.965981021,11.36342485,9.491716088,9.436793189,9.777980117,5.881337071,8.293273317,9.528288442,9.311358552,5.385841329,5.766464396,6.725925001,5.337615483,10.49495184,8.979888398
Prrc1,11.37153212,11.29151645,10.64034456,10.8788046,10.91917368,10.58903298,11.21297031,11.20609806,11.1608927,10.88712131,11.78833433,11.42069527,11.52097825,11.58150801,10.63630583,10.80616539
Nme2,15.85629017,15.76676712,14.82381629,15.04038796,15.44517436,15.02202104,15.92588918,15.61349582,15.16489557,14.9550597,15.92329748,15.3641726,15.8661488,15.60798923,14.92724054,15.17489484
Ubtd2,11.358942165,11.185939525,9.8500456825,10.41873898,10.906933525,10.1062102865,11.36737939,11.05655954,10.61218802,10.52995868,11.23844544,11.050376315,11.16879728,11.21492067,10.344156335,10.787850945
Elovl6,9.668296636,10.34642384,13.68617022,13.72253766,11.03913444,13.88073955,9.852602055,10.21403958,12.59306141,13.19966993,9.731253967,11.20700553,10.08589455,10.77730437,12.0111442,11.60536292
Vkorc1,13.789780815,13.514965365,12.477484145,12.817709885,13.38342593,12.699051195,13.82818416,13.596961585,13.051750675,12.772182575,13.79578732,13.32046075,13.823773185,13.815008735,12.838167315,13.275015615
B020031M17Rik,11.42195653,11.51659899,13.50422486,14.24085487,12.80009857,13.2786327,10.96958818,11.64006172,13.46877856,12.96972423,10.99050672,12.56172307,11.35557864,11.94070744,13.65002408,12.72994295
Cfp,12.019954035,12.18148107,11.399917537,11.0029763765,11.02441168,11.108973162,12.08858196,12.21864439,10.923604208,11.372141848,12.34199647,12.08882639,11.76404583,11.462360293,11.4894863085,11.1084929695
Hist2h3b,12.26112219,13.01431176,14.88660144,13.62027355,13.3096439,14.11786593,11.82519349,12.92990656,13.47883929,13.87283119,12.3038204,12.57298631,12.28604762,12.60335155,13.33607042,13.52913664
Pde4dip,10.4982744648333,10.3996208028333,11.766232293,10.5464933786667,11.6204650255,11.9063082105,10.716713784,10.4704133891667,12.1504515608333,11.8098284756667,10.3987279395,9.5746240035,10.6749322155,10.1812629126667,11.818383161,11.3854136118333
Atp2a1,11.40445206,11.22370574,13.734279,11.90113676,13.33573729,13.69516482,11.68404121,11.53181657,13.96910243,14.13269645,11.50240116,9.838975844,11.72569786,11.0259076,13.50442465,12.92342991
4930539N22Rik,7.129214731,8.153599445,11.98095533,11.991183,9.184718984,12.2792488,7.340195376,7.978192997,10.85755008,11.69286586,7.686201987,9.110241531,8.144408424,9.210155761,10.26551774,9.899733457
