,GSM2651032,GSM2651033,GSM2651034,GSM2651035,GSM2651036,GSM2651037,GSM2651038,GSM2651039,GSM2651040,GSM2651041,GSM2651042,GSM2651043,GSM2651044,GSM2651045,GSM2651046,GSM2651047
Ass1,11.22988699,11.29393745,10.55459649,10.96126638,10.62996016,10.45890872,11.18108053,11.14355546,10.7916904,10.756777,11.47861125,11.0092903,11.32195163,11.63068282,10.69621717,10.48074552
Ndrg2,10.96876552,11.0239535,13.44218344,11.75267852,12.70258352,13.3382877,11.11830103,11.06178585,13.94867564,13.74235063,10.87896264,10.53094336,11.20559127,10.31275306,12.97257849,12.43363346
Clu,14.80220367,15.11466775,15.81197569,15.69386709,16.31455017,16.27419533,14.9135937,14.50740939,16.50177215,15.71095038,14.42534995,13.91860926,14.12404701,13.85548039,16.22247956,16.42138942
Plxnb2,13.47728603,13.34187349,12.49478852,12.96756119,13.04678659,12.61318726,13.50170225,13.42722519,12.86174384,12.91504866,13.50848091,13.58840226,13.54655793,13.68145643,13.20529477,13.05844919
Rtp4,11.99485131,11.81193754,9.854789063,10.60018281,10.8461735,10.40277102,12.69403564,12.02567646,10.15867179,10.41407457,11.60239757,11.86182922,11.58442807,11.4748295,10.96797196,10.57155443
Spta1,4.186383679,6.039090036,10.10679002,8.506677156,7.729733899,9.205757733,3.879342983,6.009782365,7.840380115,8.413920521,3.020889247,3.806630449,4.895000306,3.735788646,7.309914637,7.850180648
Mfsd2b,11.671385029,12.1988118995,14.072038335,13.5248423075,13.247106894,13.803839445,11.353859036,12.363147028,13.2394934495,13.2705402025,10.8858609835,11.2265957605,11.737368172,11.282660154,13.3129645175,13.074400041
Epha2,9.616780286,9.624899725,10.16306374,9.977627525,10.20078579,10.35691199,9.703606397,9.514102546,10.03639771,10.14488092,9.625739542,9.676970249,9.699397758,9.771601743,9.914423625,10.27609041
Ppap2b,12.1874187,12.36049683,12.56304509,12.93422478,13.09033505,12.99045773,12.20307451,12.21153375,13.06545745,13.03782659,11.69637616,12.49606943,12.18409129,11.95118778,12.80663984,12.96378095
Tmem123,10.3837867705,10.378039048,9.8296019115,9.8990300305,9.926515161,9.8353016135,10.59558677,10.4253579305,9.720992707,9.952289071,10.5294616455,10.3105518255,10.3961750715,10.328202405,10.006155399,10.06519336
Hid1,9.581459307,9.656997409,10.12252304,10.41906229,10.05448556,10.25338212,9.495976119,9.639547795,10.33039049,10.30195824,9.458528843,9.999972994,9.592504581,9.421939091,10.22085163,10.26168312
Abcb9,9.602945474,9.715162787,10.42190503,10.14366382,10.08963044,10.36384854,9.332463741,9.402478955,10.24194763,10.13433576,9.320087424,9.617254525,9.446122246,9.198816351,9.712565397,9.970293485
Gm35107,11.81411196,11.44339027,14.79011564,12.49150886,13.84430206,14.68100759,11.9912574,11.99602855,14.51829742,14.7083302,11.55340243,10.90054713,11.70894691,11.18721454,14.03866973,13.47332368
Surf4,14.28953508,14.05801083,13.07601402,13.52070484,13.83904119,13.23555234,14.20201115,14.09990572,13.51074892,13.24766327,14.18255768,14.168169,14.26513463,14.33930148,13.33092455,13.58636986
Ube2z,11.09229463,11.13027426,10.53862644,10.7296569,10.83596093,10.63119406,11.14026983,11.10480576,10.67991555,10.68030137,11.13821261,10.94017839,11.01884477,11.20673587,10.48691303,10.63982518
Hist1h1c,10.89475094,10.84238204,12.014294625,11.4183716,11.353856195,11.846295745,10.834032105,11.208507925,11.588123435,11.600596885,10.533804254,11.177363835,10.722576129,10.860947655,11.601201775,11.737196035
Pcolce2,10.87196205,11.19583492,11.65509619,11.55371996,11.9927251,11.56359048,10.71802342,10.52885888,11.7035441,11.64116784,10.42511928,11.08123228,10.42108857,10.05567485,11.5340844,12.06052219
Lbr,12.0174002,12.48830453,14.22870568,13.30823895,13.10694497,13.81549634,11.70000203,12.64185235,13.2984377,13.46576515,11.46717103,11.81990556,11.95671278,11.83590197,13.41200914,13.31959832
Ap4s1,9.75006579,9.7715629415,10.2077168995,9.947029368,10.0794580045,10.2672283285,9.751328139,9.5000982655,10.3482726165,10.3915338475,9.692208772,9.6268299715,9.5988021985,9.45012193,10.1242490465,10.156289503
Taldo1,12.974407515,13.320646675,14.08796205,13.72938115,13.410884725,13.866839225,13.06238895,13.164158955,13.6610142,13.84542494,12.96488399,13.008285765,12.97684981,12.83431868,14.004707425,13.75749923
Myo18b,9.42221659333333,9.522766576,11.04961596,10.3361641573333,10.3178636656667,11.1218044333333,9.55454485666667,9.777595219,10.7883212413333,10.9604311666667,9.37443327366667,9.23077143766667,9.69818177433333,9.556747296,10.632292232,10.2275398766667
Comp,15.59034203,15.90061665,16.52235053,16.32901528,17.0543879,16.63320657,15.35128468,15.29929975,17.23259979,16.66644003,15.42725823,14.8518195,15.2960701,15.33179205,16.44889581,16.82631166
Cd14,11.326248065,11.68089861,10.26761229,11.501925125,10.819454525,10.463992435,11.842917025,11.53566018,10.610234415,11.150121795,11.59101218,11.35747158,11.51934888,11.815131255,10.894822225,10.733672975
Churc1,9.9386687685,9.9716187015,10.415089583,10.445846609,10.4926414615,10.5295639175,10.0005100635,9.9177450435,10.6359877545,10.555504136,10.0790005965,10.105279832,9.957898632,9.821968822,10.256825733,10.3778746015
2210408F21Rik,10.13705102,9.924766843,10.84330396,10.33375897,10.8352027,10.92996192,10.08232285,9.998491748,11.11685606,11.0772826,9.740552441,9.8155492,9.922105479,9.613086438,10.66942382,10.65216157
Ctgf,14.0969528,14.10247494,14.99167697,15.01385386,15.053699,14.99798656,14.21195301,13.85806998,15.52903382,15.19119795,13.95276948,14.3366,14.25887314,14.69526585,15.09920754,15.34030826
Cmpk1,10.51001151,10.19656291,9.67553964,9.664042535,9.877749075,9.632521732,10.35015637,10.20949354,9.571636464,9.74310246,10.54657152,10.25689774,10.4531315,10.25384664,9.949677459,9.915852849
Grina,11.4165767,11.7951083,12.9490848,12.34217928,12.11904422,12.52548061,11.56826382,11.81641509,12.53870257,12.52548417,11.66206566,11.54630126,11.61797828,11.74727701,12.42243695,12.23713455
Cdk4,13.025005405,12.8316552675,12.29113637,12.3863871,12.429422385,12.376690735,12.9286060275,12.8133498975,12.250001235,12.15378457,12.950454095,12.6226317675,12.9043242975,12.8346047975,12.2406926425,12.4213706375
1110038B12Rik,11.97146562,11.71415227,11.27202494,11.32205976,11.44062133,11.41607284,11.98374032,11.86724455,11.10307277,11.27107515,11.97522974,11.55533051,11.95768232,11.91113331,11.11273196,11.25117125
Ndn,12.80516738,12.5161142,11.10669653,11.32298488,11.93779659,11.22421623,12.89215283,12.522039,11.10467529,11.52134906,12.51389237,12.8083373,12.6415751,12.49397117,11.80686376,11.99911968
C130045F17Rik,8.960759909,9.126894723,9.965837932,10.42363772,9.948499748,10.24467665,8.997474893,9.290051943,10.42173564,10.07712247,9.016557619,9.586886588,9.387884052,9.239484785,10.09938599,9.869199745
Rpa1,11.016459607,11.18985132,12.00823651,11.42383181,11.40901478,11.882873305,10.968537131,10.9892528985,11.77798251,11.838348205,11.217764625,11.0044853815,11.103745713,11.0465225025,11.37824459,11.56976396
Msrb2,10.49361167,10.43338625,10.85163515,10.8330044,11.01675591,10.80035248,10.22833699,10.29367685,11.0592303,10.80977402,10.07760723,10.3098385,10.4674567,10.10522418,11.09233964,10.96827057
Aqp1,14.67666619,14.63504729,15.6956319,15.97774733,15.73491988,15.60395406,14.4129095,14.61345291,15.58200389,15.52663862,13.5926312,14.8173021,14.51485962,14.42205089,15.31387623,15.67712178
Obsl1,10.3603036305,10.0056570375,8.75746491725,8.9804047895,9.58542423875,8.929774849,10.51919575175,10.155816413,9.382051373,9.191031456,10.5857285015,9.85321881925,10.53438651975,10.347247227,9.19791382025,9.413760402
Wdr45,10.337530685,10.413461505,10.888816375,10.977978275,10.8513771,10.83458867,10.246859115,10.328764745,10.99937515,10.817476655,10.2951063065,10.275546555,10.49917995,10.0943221245,10.58353202,10.77296488
Cd24a,11.077263575,11.96355338,14.89163519,13.77083441,13.51429904,14.44045101,10.24113932,12.03431491,13.535294115,13.782186255,9.531158311,9.487950984,10.44337201,9.827476751,13.62436558,13.80967886
Syf2,10.725308985,10.86848059,11.45655397,11.319335055,11.089407525,11.332419735,10.78971345,10.845849935,11.294870325,11.333643335,10.7044357025,10.748339805,10.6878654775,10.721133925,11.11314573,11.10819824
Aox1,9.207689385,9.475849023,9.763955157,9.967661351,10.15494723,10.1799333,9.524371629,9.421882294,10.49937921,9.839522799,9.121634174,9.809159486,9.614844436,8.728937619,9.930172443,10.11394178
Ank,10.98488629,10.84528634,11.7149533,11.40699468,11.98509535,11.72600196,10.89976085,10.68154017,11.8076962,11.52422235,10.70444313,10.17869145,10.72067212,10.78976676,11.57153943,11.8081095
A730089K16Rik,5.601538259,6.914541549,10.34050984,8.977562801,8.50081679,9.972924701,5.30236176,6.939737066,8.598802712,8.932652267,3.668418679,4.784873719,5.834932926,4.609926249,8.520536176,8.376949481
Mbnl1,10.3435914586667,10.4892726713333,10.7351629286667,10.8205134196667,11.114591327,10.8528016343333,10.3107848996667,10.3294454833333,11.0381415146667,10.9564178846667,9.99961445133333,10.24710587,10.141920001,10.2566118796667,11.0027076083333,11.133959834
Tfrc,8.2915768285,8.8100446205,11.42824071,10.0282104265,9.755003667,10.818300595,8.033071332,8.8545049975,9.819363953,10.278479085,8.3442371785,7.677111636,8.2794107175,8.0804456925,9.692530118,9.9330239155
Cdkn2b,10.76362635,9.889745276,8.583840731,9.0506689555,9.163515644,8.6881642045,10.5407972,10.075847704,9.0987257265,9.2922217805,10.620140715,9.5915814235,10.538609085,10.30948058,8.834301889,9.3748347535
Tango2,9.6440970915,9.698514492,10.270693807,10.1941076125,10.1331793535,10.3497822345,9.784029863,9.6412292695,10.204419654,10.042789711,9.722776105,9.742093075,9.947241357,9.702509886,10.010914375,9.996695159
Ptprcap,9.534824235,10.01632876,11.30104329,11.1186884,10.66802204,11.12290062,9.114899612,9.967256034,10.79120261,10.98632859,8.753030137,9.042281857,8.819669867,8.950470906,10.75911019,10.97442585
Col3a1,14.75451272,14.65238669,12.7298302593333,13.7929845533333,14.31456892,12.9352945733333,14.9486207,15.0759240766667,13.3838879333333,13.2309157,14.52614128,14.7283250433333,14.8132656733333,14.9093683833333,13.7206409666667,13.9246729333333
Serpina3g,10.80030162,10.86225291,9.684964759,9.839660963,9.301311996,9.725671057,11.226614,11.21432451,9.172191843,9.483856258,11.33260876,10.49709325,10.98160655,10.33681478,9.161583687,9.374194231
Myog,9.318044423,9.218634015,5.455408056,4.923227534,5.852871234,5.888489821,10.01854519,9.780284014,6.702027022,6.150588591,9.802949362,7.362796534,10.32854547,9.125606706,6.050671614,6.609788498
Alas2,9.311468598,10.97518359,15.04336219,14.07704851,12.97655638,14.54063796,8.753295222,11.14771019,12.98619206,13.45116796,7.721817329,7.842419781,9.481640887,8.882233851,12.6579654,13.34212857
Rhd,8.2697047385,9.7695503875,13.538540655,12.005213185,11.400734385,12.800318525,7.400901178,9.5817475105,11.423177105,11.8333329,6.7179009675,6.9489843835,8.346697985,7.229721092,10.969282065,11.55159962
Slc41a2,10.17200277,10.08572266,9.241651206,9.638555247,9.836489293,9.509717197,10.23685772,9.957873372,9.388352175,9.489544296,10.24170921,10.20480697,10.01157234,10.2620132,9.476598458,9.685802919
Dnajc25,10.181435859,9.9924551935,9.1556285105,9.4140457385,9.8076551955,9.2220938355,10.238672803,10.0673970805,9.558479436,9.3689244315,10.3294893,9.924831314,10.222695533,10.22563821,9.289936961,9.5651292665
Synm,10.0753736995,9.801746484,10.947556525,10.381970102,10.8976948005,10.961836817,10.061651111,9.99247666,11.2541887085,11.093177997,9.791808674,10.0948800335,9.7970371775,10.191804242,11.133991537,10.838541951
Cd5l,8.313991182,8.35217532,11.19450549,10.11911256,9.542908581,11.59100943,7.933324225,7.431081618,9.689275112,9.964745202,7.608460864,7.963296636,7.031028854,7.059817306,9.55353733,9.374659644
Pofut2,11.469240365,11.220189905,10.0441228535,10.418015405,10.889125775,10.284640463,11.419774755,11.239475515,10.57849626,10.434634125,11.532960445,11.222216175,11.45739257,11.5176892,10.2992234045,10.82051087
Dnm3os,12.25494009,11.98861553,9.878176947,10.64717911,11.4268523,10.60290533,12.24425397,12.08726929,10.90248381,10.4088222,12.12816654,11.65729531,12.1893257,12.27515604,10.78540467,11.09179073
Tgfbi,15.97673236,15.95614349,14.75397115,15.71085128,15.50201031,14.86338999,15.94678179,15.83807221,15.32556847,15.34278358,16.09368021,16.29777745,16.11720203,16.39675458,15.11746041,15.25149027
Gm22,11.4146588,11.01109927,9.84828143,10.43643401,10.98004909,10.14793012,11.56243114,11.45157352,10.3008646,10.14552766,11.33360722,11.28994023,11.43664862,11.44689424,10.24551697,10.6338207
Ndufb10,14.41055477,14.41939926,14.75934179,14.62971764,14.8094057,14.83892502,14.39386132,14.27659253,15.04767957,14.87326855,14.2754775,14.5688158,14.45667511,14.35172002,14.91447234,14.76415361
Ggnbp2os,9.393807438,9.5833493,10.6499103,10.29468859,10.09197897,10.47889778,9.322573745,9.426167004,10.10754178,10.04428771,9.233698078,9.306421355,9.507870984,9.211282253,9.819822337,9.8639915
Rpn1,14.21753407,14.27107211,13.79118142,14.03406931,14.01496415,13.81053698,14.42930213,14.44485118,13.81569818,13.81330387,14.39947416,14.44022278,14.37963392,14.60562235,13.89698541,14.01466428
Chrnd,9.139722653,9.325922328,4.241499128,3.961922794,4.736863054,5.1986122,9.818776602,9.732516765,6.959249956,4.673453159,9.466558083,7.408268053,9.969959479,8.545306166,4.050043551,5.848814396
Ltbr,11.49637388,11.41023031,10.78842109,11.15353828,11.14331258,10.90135097,11.40016463,11.48961291,11.07116835,11.0683037,11.44466468,11.56174359,11.45536154,11.53033606,10.80816765,11.02979749
Bnip3l,11.691306875,11.838539465,12.803057975,12.454741745,12.26064213,12.68929392,11.77505006,11.885415135,12.177223275,12.374383185,11.48384209,11.55144778,11.699606415,11.71354203,12.33759468,12.341944595
Nmb,10.07545774,10.02226793,10.61960149,10.51580838,10.96821349,10.78091229,9.940974747,9.867427913,10.50472709,10.63277764,9.679857257,9.687135418,9.649789766,9.770890843,10.95326526,11.02191238
Xpot,10.8949091,10.82811036,10.03232472,10.27088505,10.56005319,10.23352902,11.08884215,10.79754005,10.26661915,10.23773313,10.96985631,10.77519082,11.10156047,11.11062197,10.13546776,10.38472081
Vezf1,11.77131891,11.62868838,12.1626899,12.15027354,12.36221534,12.22807152,11.85495714,11.62251446,12.61893975,12.55323334,11.42098979,11.84478905,11.82584113,11.61426477,12.59715639,12.54661135
Gamt,11.73904221,11.66591205,10.80387653,10.94360871,11.05577255,10.9773373,11.71870433,11.62350621,11.11825628,11.07466636,11.96793769,11.59989547,11.78337698,11.42237864,10.97513681,11.16234357
Zfpm1,8.5459966035,9.233287135,11.745758015,11.0821525335,10.0631722395,11.551588049,8.4622799295,9.434078799,10.484856977,10.9769196895,8.6125296965,8.857624526,9.01689531,9.0210964365,10.370494365,10.3013942465
Abcb10,9.743444716,10.17869653,12.73621322,11.45990271,11.24873889,12.24937447,9.749353889,10.167732,10.97425828,11.368825,9.196888922,9.360252446,9.760478648,9.509869292,10.88998973,11.16841512
Kcp,10.566295505,10.387631335,9.1299997715,9.429873189,10.0685857395,9.168454471,10.571803995,10.51425014,9.52966244,9.358398853,10.53626524,10.23367361,10.48683859,10.45100299,9.3458477135,9.873182448
Myo7a,11.04910569,10.8808918,9.852614279,10.31141614,10.30858634,10.04223845,11.10511597,10.9601617,10.41066274,10.08507898,11.25750558,10.44514022,11.02750402,11.18265714,10.07095213,10.3669941
Pik3r3,10.56474725,10.41975121,9.076650597,9.446465764,9.660845976,9.271078583,10.71816675,10.26179174,9.643905433,9.564183545,10.83256339,10.55038662,10.75768718,10.71528278,9.600268611,10.01632713
Casp4,11.68012883,11.7376082,10.89242754,11.49279909,11.36427595,11.07412962,12.05935438,12.07207712,11.24148328,11.24525853,11.95001446,11.86680558,11.89326054,11.85988628,11.55275822,11.40029878
S100a1,9.472063834,9.672496041,10.9177771,10.27246343,9.974517154,10.8172204,9.409297961,9.358178379,10.50654873,10.68678805,9.717722314,9.779835947,9.451831941,9.154826911,10.6677879,10.17943771
Isg20,10.7870315265,10.97740769,13.483885515,12.7068652,11.993163065,13.068079625,10.875410068,11.189746645,11.918344495,12.111993445,10.555089196,10.254284541,10.656486407,10.4915582695,11.774130475,12.267351865
Pptc7,12.3644748,12.30326584,13.00597812,12.96231678,13.15706434,13.08958509,12.41882299,12.38207173,13.53401327,13.31766155,12.08607625,12.71215122,12.53619456,12.46544481,13.58045593,13.33889006
Ptgir,9.041387472,9.319372688,10.22581027,10.35204908,9.936618235,10.14100163,9.084920797,9.498114592,9.864762806,10.36772165,8.916880315,9.379043513,9.138338343,9.356667052,10.42668154,10.09183824
Slc4a1,10.28287106,11.85215663,15.77676187,14.49254464,13.799878,15.08265027,9.34695406,11.8779719,13.54138427,14.05256858,8.457394314,9.679792085,10.67280235,9.933765277,13.22753504,13.7284558
Ermap,8.234230548,9.162816924,11.438268915,10.668076225,10.182346316,10.93397858,7.992596702,9.096269108,10.148205091,10.385782354,7.3844782695,7.7413635575,8.36590153,7.968514533,9.8158620935,10.0342797765
Art4,6.20180579,7.758715136,11.42872053,9.995372639,9.560387076,10.78698611,5.350542823,7.811702,9.018614717,9.756414049,4.725433485,5.854051017,6.618102991,6.050797103,9.014789554,9.803406746
Hist1h2ao,16.22245604,16.62605647,18.0357145,17.22802498,17.07588539,17.53715408,15.97301303,16.50550674,17.01051983,17.22098692,15.9728146,16.38426622,16.22108987,16.36603756,17.24926349,17.25592545
Hist1h2ah,16.73930964,17.0926385,18.43629544,17.7284086,17.56135851,17.98203055,16.51471223,17.05515438,17.50741064,17.64565246,16.47544746,16.91711365,16.73475563,16.88803243,17.72666157,17.72376413
Gjc1,10.37457467,10.08859681,8.66818084,8.97828901,9.519694981,9.017957926,10.37928997,10.07921271,9.40836005,9.345555612,10.43065943,10.25413152,10.38384142,10.48970029,9.40772106,9.677897766
Gramd4,9.767578238,9.89910751,10.22354427,10.40940077,10.46623582,10.39906659,9.875077807,9.934721623,10.19455553,10.57042396,9.545400595,10.08013111,9.833635707,9.690575111,10.3517347,10.45844218
Slc38a5,8.009904794,9.498097006,13.17914624,12.16862781,11.43670292,12.99763901,7.181793348,9.373208255,11.43565364,11.86962025,5.733713154,6.41111744,8.2309026,7.41055901,10.99447221,11.43926967
Aldoa,16.86788697,16.72839952,18.18707594,17.36834857,17.99505984,18.11835067,17.05807719,17.01176398,18.38202246,18.33049785,16.72652985,16.32503645,17.04785422,16.66731007,18.1562661,17.74592423
Ssr4,13.9269887,13.75463183,13.127144335,12.97398859,13.35370346,13.04363388,13.988472515,13.74376981,13.08032222,13.004955325,13.905162615,13.40101451,13.887225505,13.90282072,13.14000989,13.28155259
Traf1,10.45903469,10.6657398,9.338174046,10.64387418,10.06714975,9.866628089,10.88555792,10.7911251,9.654860911,9.809979796,10.88253494,11.04261702,10.65203582,10.92031941,9.980083198,9.850485182
Igf1,12.1520443186667,11.94439218,10.6751553336667,11.501864927,11.8304844636667,10.7132236143333,12.25232222,12.0786263066667,11.0841972396667,11.2096872706667,11.8778470673333,11.9162313863333,12.078952331,12.1074804893333,11.348211837,11.5015481163333
Slc6a9,10.56564198,11.0146947,13.38335964,12.54590186,12.06642124,12.83262325,10.73349726,11.12721231,11.94331189,12.07736912,10.41017424,10.89401251,11.07723038,10.95512138,11.58962645,12.01211834
Cldn13,6.733587599,8.362201383,12.42857349,10.72782276,9.991900847,11.67576492,5.964970978,8.180476896,10.30380673,10.66907475,4.354312983,4.941404474,6.541993204,4.722633831,9.803221163,10.26969262
Osmr,10.091257409,10.010333666,8.90492926333333,9.537247496,10.025012746,9.16985881233333,10.303510193,10.3055135576667,9.47536911466667,9.39989391966667,10.1041347896667,10.0589183283333,10.037016777,10.2890447396667,9.61975103466667,9.550521469
AW551984,10.33703246,10.1748690955,8.324803542,9.4982371415,9.786936945,8.2414881315,10.6701271345,10.2063626025,8.702839653,8.6828400305,10.220477658,9.5752352225,10.263599406,9.7157276955,9.8405409485,8.7483359405
Palld,10.628531573,9.96276593375,9.43229325925,9.51823768475,9.66149352225,9.374761975,10.2219069065,10.1452148645,9.686078495,9.42924392975,10.284559413,10.28031410225,10.11674535525,10.169076078,9.511579275,9.78008704
2310065F04Rik,7.403619757,6.164385375,10.17427459,8.220709283,9.301488413,10.24832835,7.295218367,7.225581151,9.716092922,10.86887361,6.638228455,5.32351191,6.927039066,6.157249339,9.774274773,9.667173586
Mecp2,9.288854006,9.418357682,9.899164168,9.846701574,9.944869456,9.919362681,9.320590627,9.324640746,10.2130654,10.1971175,9.477005366,9.640639741,9.525256344,9.526910266,10.07298631,10.28293056
Blvrb,11.14874205,11.46847037,13.60685121,12.67630089,12.19893417,13.2650532,11.24946136,11.3718593,12.06415934,12.3928373,10.93964634,11.068222,10.86899852,10.56213133,12.03568495,12.32194462
Sar1a,12.91371084,12.72466232,11.8122589155,12.12066497,12.520531285,12.04408397,12.955547765,12.7683886,12.11743834,12.098990905,12.82006651,12.611123655,12.941839715,12.926877055,12.22567636,12.390055795
Slc46a3,9.703304235,9.920993282,10.59426681,10.54952746,10.06011024,10.84822968,9.466608827,9.471122715,10.42619083,10.56991857,9.783998809,10.15852884,9.539858385,9.476421524,10.51831568,10.49765765
Gm4146,10.15055378,10.49511758,9.376917302,9.761027315,9.87527411,9.668795556,10.15804007,10.40177518,9.655908116,9.904176477,10.21248345,9.97466907,10.12631036,10.62286324,9.646315415,9.643510983
Nfkbie,10.4620714,10.58196352,9.69086592,10.45418775,10.11746542,9.820495616,10.65220241,10.43955741,9.766653477,10.11181247,10.58828455,10.40187653,10.28058705,10.30808428,10.04300579,9.932525528
Hist1h4d,14.309747125,14.83713743,16.229395095,15.235120315,15.189145825,15.60019258,14.151752325,14.709504815,15.24229175,15.401617685,14.328409335,14.185486865,14.24011994,14.30223747,15.23873591,15.372426325
Haus5,9.536558864,9.714190378,10.80282724,10.40699428,10.06565711,10.53708498,9.281756981,9.521161712,10.35022466,10.41144094,9.588646019,9.787050865,9.620451865,9.576658435,10.15388,10.06639823
E130309D14Rik,6.574227161,8.236525238,11.53564873,10.2806989,9.592472897,10.50990622,5.840911051,7.849812432,9.079150032,9.697966253,6.051057806,6.267857855,6.863283964,6.459595644,9.158305137,9.688205604
Sult1a1,9.416651713,10.086181252,10.729880085,11.010540945,10.56329488,10.805005235,9.2355402475,9.515951446,11.16012164,11.26891368,9.163448789,10.52959457,9.4370310615,8.190180295,10.94858652,10.9570857
Pdk2,9.310946779,9.315977118,10.64510622,9.714145663,10.27700735,10.57047633,9.408934923,9.324298235,11.00551327,10.78748371,9.363710934,8.944771449,9.547671345,9.095260903,10.34823513,10.09900777
Cpt1a,11.88883689,11.86183544,11.2813141,11.6495341,11.70749567,11.40848405,11.7725783,11.72918355,11.35908038,11.51609493,12.15043989,11.92137954,11.90616275,12.01406357,11.32040486,11.36773591
Tspo2,11.13466726,11.60523809,13.94158827,13.15916032,12.48796492,13.46136484,10.9419912,11.86332667,12.57937257,12.91401209,11.03133259,11.89509955,11.54289768,11.62266713,12.57610473,12.82006197
Trim10,6.944413083,8.372741508,12.64660347,11.34633513,10.28761962,11.75534386,5.39663003,8.277207441,10.41932259,10.94561237,4.414407686,5.334037342,6.812349028,5.720344739,9.890000805,10.5229184
S1pr1,10.74491921,10.59946018,10.08813763,10.45251569,10.45736087,10.43315237,10.81067073,10.95743008,10.27268219,10.44289399,10.76457043,10.79887048,10.7655211,11.06712061,10.52272925,10.45289766
Tnfaip1,10.6835515415,10.5389110415,9.8636773365,9.9084859245,10.307275911,9.8720809865,10.750217072,10.427571785,9.96616216,10.07046122,10.530586573,10.5443071225,10.4422786345,10.6782345195,10.052895779,10.152799952
Ltbp2,10.4096403705,10.3299952985,9.168875846,9.944103919,9.9193799165,9.2734899705,10.5148444425,10.3904467405,10.014728474,9.4770676615,10.8701732205,10.5683739415,10.6576921025,10.94030591,9.4308498335,9.52907647
Hmg20b,12.43610576,12.25948392,11.756859505,12.21182181,12.14286878,11.873072815,12.33291252,12.393108395,11.945190225,11.89697979,12.420352055,12.58022007,12.51135632,12.61051622,12.06594237,12.017434445
Pgs1,11.93835722,12.08928875,11.70180489,11.79222447,11.78784959,11.5451598,12.17037568,12.08176581,11.64165802,11.69316724,12.32674645,12.17498076,12.06035019,12.29754795,11.85357198,11.70980392
Hemgn,10.267867257,11.4065587745,13.747125455,12.84144055,12.399027636,13.421926895,9.778061178,11.249055513,12.406174165,12.857844825,8.85364469,9.722106002,10.571880948,9.663799398,12.1305506295,12.37362014
Appl2,9.548973352,9.553229123,9.816740854,10.35305644,10.29412387,10.17951885,9.460727337,9.198911874,10.64704349,10.17481255,9.402294744,9.22882487,9.413803671,9.147986246,9.986267361,10.33302979
B230118H07Rik,11.45161949,11.359796515,11.98779709,11.561495085,11.920111815,11.95330825,11.34762475,11.27090919,12.28442065,12.18122336,11.38544129,11.281655995,11.304160805,11.1554715215,11.82774981,11.907287085
Mut,9.891016638,9.906666923,10.0896650295,9.9868120555,10.10702792,10.2298055,9.8163804915,9.676275878,10.332570486,10.2437645915,9.7207682515,9.8577886415,9.83009041,9.5228308455,10.089340697,10.1794259655
Ndufa13,12.030266355,11.9272606775,12.431416939,12.334534357,12.637545479,12.52954823,11.9667089,11.863314953,12.8642493675,12.570290882,11.9178980505,11.65085578,11.875503946,11.790410595,12.7264588785,13.13745107
Mtss1,9.55039508966667,9.76494915166667,10.299048807,10.400137403,10.1521185833333,10.1245864546667,9.63404170166667,9.64016058933333,10.168769266,10.2816201916667,9.68580987033333,9.94911307266667,9.72902402033333,9.86004846333333,10.3733101366667,10.2891220176667
Rrbp1,12.348213455,12.178177575,11.25676792275,11.62906976025,12.013540715,11.4904033005,12.46626159,12.3312554925,11.70584970875,11.55619782875,12.3346749775,12.29340984,12.49611855,12.531447805,11.68390443,11.8850484425
Serinc3,14.76284199,14.72884425,15.46972977,15.26892103,15.15078164,15.29418955,14.63432197,14.70278613,14.98595679,15.06577539,14.26537347,14.63741962,14.60069962,14.28247294,15.24539101,15.23138222
Ubac1,10.454909502,10.630490228,12.8224085,11.467408105,11.397367277,12.263200725,10.5407936285,10.6219459195,11.69222168,11.847151615,10.6479089605,10.066812238,10.5956219935,10.3902164905,11.212196131,11.3657908125
Ctse,7.466583722,9.230842002,13.12682833,11.83349736,11.19136888,12.65777641,6.27303332,9.162593122,11.20497139,11.36782203,4.462137239,5.848868664,7.588885679,5.698562951,10.81497251,11.41480541
Trio,10.3269269846667,10.0856368056667,9.28068640866667,9.60950963,9.76076243,9.49335620633333,10.2906683853333,10.180184573,9.69225870066666,9.68193288833333,10.0810443523333,10.096695925,10.114564428,10.1021363816667,9.66701798333333,9.79063587766667
Tagln,14.49728436,14.27147534,13.42327396,13.74802691,13.99423071,13.37535063,14.67569232,14.62192984,13.73471911,14.00533987,14.49562153,14.28872776,14.689525,14.29257548,13.78259556,13.97012601
Smox,10.0837468185,10.181333689,12.01046072,10.842325065,10.936530165,11.473697545,10.113419653,10.385101672,11.229143445,11.462449115,10.2034968155,9.646812097,10.2073648655,10.086387599,10.68541526,11.022036615
Col8a1,15.18356198,14.77793808,12.43483808,13.57625065,14.59869107,12.59950171,15.41354163,15.21275945,13.56024036,13.05816973,15.13998514,14.76081707,15.53804631,15.32474622,13.54949932,13.9192056
Bgn,10.8534120786667,10.7823798756667,9.57297010066667,9.795921474,10.5137137243333,9.65165151133333,11.021647601,10.8059209743333,9.999077822,9.769754561,10.923057691,10.5852484033333,10.921249167,11.11087587,9.79475287666667,10.213956283
